Dia,nome_fundo,cnpj_do_fundo,classe_do_fundo,mercado_ativo_investido,Symbol_Ativo_Investido,PL_Investido
2021-10-31,AMW Heros RF,12.345.678/0001-01,Renda Fixa,Renda Fixa Privada,DEB-ENGI11-2027,106106683.99767184
2021-10-31,AMW Heros RF,12.345.678/0001-01,Renda Fixa,Renda Fixa Privada,DEB-VALE25-2029,123917434.2576276
2021-10-31,AMW Heros RF,12.345.678/0001-01,Renda Fixa,Renda Fixa Privada,CRI-MRVL11-2028,82238475.68952224
2021-10-31,AMW Heros RF,12.345.678/0001-01,Renda Fixa,Renda Fixa Privada,CRA-JBSB11-2027,52500380.276654676
2021-10-31,AMW Heros RF,12.345.678/0001-01,Renda Fixa,Tesouro Direto,TESOURO-SEL-2027,171466224.18444535
2021-10-31,AMW Heros RF,12.345.678/0001-01,Renda Fixa,Tesouro Direto,TESOURO-IPCA-2035,42049667.26602969
2021-10-31,AMW Heros RF,12.345.678/0001-01,Renda Fixa,Fundo,FIC-FIRF-DI,71493921.21123528
2021-10-31,AMW Atlas RF,12.345.678/0001-02,Renda Fixa,Tesouro Direto,TESOURO-SEL-2027,125960331.90115
2021-10-31,AMW Atlas RF,12.345.678/0001-02,Renda Fixa,Tesouro Direto,TESOURO-PRE-2029,96207920.60944317
2021-10-31,AMW Atlas RF,12.345.678/0001-02,Renda Fixa,Renda Fixa Privada,CRA-JBSB11-2027,57629615.91435121
2021-10-31,AMW Atlas RF,12.345.678/0001-02,Renda Fixa,Renda Fixa Privada,CDB-BBAS3-2026,50555964.037275515
2021-10-31,AMW Atlas RF,12.345.678/0001-02,Renda Fixa,Fundo,FIC-FIRF-CRED,57795490.3866366
2021-10-31,AMW Aurora RF,12.345.678/0001-03,Renda Fixa,Renda Fixa Privada,LF-ITAU-2029,52134905.26921068
2021-10-31,AMW Aurora RF,12.345.678/0001-03,Renda Fixa,Renda Fixa Privada,CRI-MRVL11-2028,35846253.75897691
2021-10-31,AMW Aurora RF,12.345.678/0001-03,Renda Fixa,Tesouro Direto,TESOURO-IPCA-2035,50360655.09356014
2021-10-31,AMW Aurora RF,12.345.678/0001-03,Renda Fixa,Tesouro Direto,TESOURO-SEL-2027,46164607.79186917
2021-10-31,AMW Aurora RF,12.345.678/0001-03,Renda Fixa,Fundo,FIC-FIRF-DI,22182369.64116726
2021-10-31,AMW Vanguarda MM,12.345.678/0001-04,Multimercado,Bolsa,IVVB11,38333908.98130608
2021-10-31,AMW Vanguarda MM,12.345.678/0001-04,Multimercado,Bolsa,BOVA11,28190630.82908904
2021-10-31,AMW Vanguarda MM,12.345.678/0001-04,Multimercado,Bolsa,HGLG11,20371725.09600127
2021-10-31,AMW Vanguarda MM,12.345.678/0001-04,Multimercado,Tesouro Direto,TESOURO-SEL-2027,39352877.58151482
2021-10-31,AMW Vanguarda MM,12.345.678/0001-04,Multimercado,Renda Fixa Privada,CRA-JBSB11-2027,23104619.25283239
2021-10-31,AMW Vanguarda MM,12.345.678/0001-04,Multimercado,Fundo,FIC-MM-MACRO,50197009.48780757
2021-10-31,AMW Horizonte MM,12.345.678/0001-05,Multimercado,Bolsa,SMAL11,14623235.966661096
2021-10-31,AMW Horizonte MM,12.345.678/0001-05,Multimercado,Bolsa,PETR4,9274495.255837698
2021-10-31,AMW Horizonte MM,12.345.678/0001-05,Multimercado,Bolsa,AAPL34,8714291.161633667
2021-10-31,AMW Horizonte MM,12.345.678/0001-05,Multimercado,Tesouro Direto,TESOURO-IPCA-2035,25699740.256219756
2021-10-31,AMW Horizonte MM,12.345.678/0001-05,Multimercado,Renda Fixa Privada,DEB-VALE25-2029,23909902.857883833
2021-10-31,AMW Horizonte MM,12.345.678/0001-05,Multimercado,Fundo,FIC-MM-MACRO,38824803.57960823
2021-10-31,AMW Titan RV,12.345.678/0001-07,Renda Variável,Bolsa,BOVA11,34288018.65280503
2021-10-31,AMW Titan RV,12.345.678/0001-07,Renda Variável,Bolsa,VALE3,22776651.31292704
2021-10-31,AMW Titan RV,12.345.678/0001-07,Renda Variável,Bolsa,PETR4,18461350.869795255
2021-10-31,AMW Titan RV,12.345.678/0001-07,Renda Variável,Bolsa,HGLG11,15669056.039407328
2021-10-31,AMW Titan RV,12.345.678/0001-07,Renda Variável,Bolsa,AAPL34,7717201.684914896
2021-10-31,AMW Titan RV,12.345.678/0001-07,Renda Variável,Bolsa,IVVB11,18531103.251043
2021-10-31,AMW Titan RV,12.345.678/0001-07,Renda Variável,Fundo,FIC-RV-IBOV,30018072.566921324
2021-10-31,AMW Delta RV,12.345.678/0001-08,Renda Variável,Bolsa,WEGE3,14732774.68767683
2021-10-31,AMW Delta RV,12.345.678/0001-08,Renda Variável,Bolsa,ITUB4,18364670.753031556
2021-10-31,AMW Delta RV,12.345.678/0001-08,Renda Variável,Bolsa,BBDC4,9567971.765965799
2021-10-31,AMW Delta RV,12.345.678/0001-08,Renda Variável,Bolsa,MXRF11,13490603.899126014
2021-10-31,AMW Delta RV,12.345.678/0001-08,Renda Variável,Bolsa,GOGL34,6579369.168696604
2021-10-31,AMW Delta RV,12.345.678/0001-08,Renda Variável,Bolsa,SMAL11,5969919.3612978505
2021-10-31,AMW Delta RV,12.345.678/0001-08,Renda Variável,Fundo,FIC-RV-IBOV,26207123.420682337
2021-10-31,AMW Ícaro RV,12.345.678/0001-09,Renda Variável,Bolsa,ABEV3,9860951.082312806
2021-10-31,AMW Ícaro RV,12.345.678/0001-09,Renda Variável,Bolsa,BBAS3,7014071.822071286
2021-10-31,AMW Ícaro RV,12.345.678/0001-09,Renda Variável,Bolsa,XPLG11,5547376.315252907
2021-10-31,AMW Ícaro RV,12.345.678/0001-09,Renda Variável,Bolsa,IVVB11,9886644.36753934
2021-10-31,AMW Ícaro RV,12.345.678/0001-09,Renda Variável,Bolsa,AMZO34,6348352.892429385
2021-10-31,AMW Ícaro RV,12.345.678/0001-09,Renda Variável,Bolsa,DIVO11,6958432.518653007
2021-10-31,AMW Ícaro RV,12.345.678/0001-09,Renda Variável,Fundo,FIC-RV-IBOV,22103465.08561683
2021-11-30,AMW Heros RF,12.345.678/0001-01,Renda Fixa,Renda Fixa Privada,DEB-ENGI11-2027,119411194.05950792
2021-11-30,AMW Heros RF,12.345.678/0001-01,Renda Fixa,Renda Fixa Privada,DEB-VALE25-2029,159331814.7114333
2021-11-30,AMW Heros RF,12.345.678/0001-01,Renda Fixa,Renda Fixa Privada,CRI-MRVL11-2028,86754505.95064577
2021-11-30,AMW Heros RF,12.345.678/0001-01,Renda Fixa,Renda Fixa Privada,CRA-JBSB11-2027,59538376.79878943
2021-11-30,AMW Heros RF,12.345.678/0001-01,Renda Fixa,Tesouro Direto,TESOURO-SEL-2027,198618697.36278507
2021-11-30,AMW Heros RF,12.345.678/0001-01,Renda Fixa,Tesouro Direto,TESOURO-IPCA-2035,54059182.03236838
2021-11-30,AMW Heros RF,12.345.678/0001-01,Renda Fixa,Fundo,FIC-FIRF-DI,88877094.24245517
2021-11-30,AMW Atlas RF,12.345.678/0001-02,Renda Fixa,Tesouro Direto,TESOURO-SEL-2027,116997101.1039316
2021-11-30,AMW Atlas RF,12.345.678/0001-02,Renda Fixa,Tesouro Direto,TESOURO-PRE-2029,93304331.32135434
2021-11-30,AMW Atlas RF,12.345.678/0001-02,Renda Fixa,Renda Fixa Privada,CRA-JBSB11-2027,52252734.58430707
2021-11-30,AMW Atlas RF,12.345.678/0001-02,Renda Fixa,Renda Fixa Privada,CDB-BBAS3-2026,47055726.105274
2021-11-30,AMW Atlas RF,12.345.678/0001-02,Renda Fixa,Fundo,FIC-FIRF-CRED,55214901.26061071
2021-11-30,AMW Aurora RF,12.345.678/0001-03,Renda Fixa,Renda Fixa Privada,LF-ITAU-2029,58899464.63393742
2021-11-30,AMW Aurora RF,12.345.678/0001-03,Renda Fixa,Renda Fixa Privada,CRI-MRVL11-2028,38753320.36912219
2021-11-30,AMW Aurora RF,12.345.678/0001-03,Renda Fixa,Tesouro Direto,TESOURO-IPCA-2035,55347364.76432996
2021-11-30,AMW Aurora RF,12.345.678/0001-03,Renda Fixa,Tesouro Direto,TESOURO-SEL-2027,51905818.1106695
2021-11-30,AMW Aurora RF,12.345.678/0001-03,Renda Fixa,Fundo,FIC-FIRF-DI,24900001.047602456
2021-11-30,AMW Vanguarda MM,12.345.678/0001-04,Multimercado,Bolsa,IVVB11,42064653.631712995
2021-11-30,AMW Vanguarda MM,12.345.678/0001-04,Multimercado,Bolsa,BOVA11,31138872.995056394
2021-11-30,AMW Vanguarda MM,12.345.678/0001-04,Multimercado,Bolsa,HGLG11,21960580.245597426
2021-11-30,AMW Vanguarda MM,12.345.678/0001-04,Multimercado,Tesouro Direto,TESOURO-SEL-2027,42623850.50930268
2021-11-30,AMW Vanguarda MM,12.345.678/0001-04,Multimercado,Renda Fixa Privada,CRA-JBSB11-2027,25578374.878493257
2021-11-30,AMW Vanguarda MM,12.345.678/0001-04,Multimercado,Fundo,FIC-MM-MACRO,53501643.26841331
2021-11-30,AMW Horizonte MM,12.345.678/0001-05,Multimercado,Bolsa,SMAL11,14360568.680210855
2021-11-30,AMW Horizonte MM,12.345.678/0001-05,Multimercado,Bolsa,PETR4,7418182.222998962
2021-11-30,AMW Horizonte MM,12.345.678/0001-05,Multimercado,Bolsa,AAPL34,7496299.992947711
2021-11-30,AMW Horizonte MM,12.345.678/0001-05,Multimercado,Tesouro Direto,TESOURO-IPCA-2035,24502816.78204388
2021-11-30,AMW Horizonte MM,12.345.678/0001-05,Multimercado,Renda Fixa Privada,DEB-VALE25-2029,22281775.707489975
2021-11-30,AMW Horizonte MM,12.345.678/0001-05,Multimercado,Fundo,FIC-MM-MACRO,35456358.17520286
2021-11-30,AMW Titan RV,12.345.678/0001-07,Renda Variável,Bolsa,BOVA11,39088482.49865163
2021-11-30,AMW Titan RV,12.345.678/0001-07,Renda Variável,Bolsa,VALE3,26644915.94738853
2021-11-30,AMW Titan RV,12.345.678/0001-07,Renda Variável,Bolsa,PETR4,20384637.768656217
2021-11-30,AMW Titan RV,12.345.678/0001-07,Renda Variável,Bolsa,HGLG11,18330506.864946205
2021-11-30,AMW Titan RV,12.345.678/0001-07,Renda Variável,Bolsa,AAPL34,8583043.820812475
2021-11-30,AMW Titan RV,12.345.678/0001-07,Renda Variável,Bolsa,IVVB11,20835826.426543992
2021-11-30,AMW Titan RV,12.345.678/0001-07,Renda Variável,Fundo,FIC-RV-IBOV,33880384.51157691
2021-11-30,AMW Delta RV,12.345.678/0001-08,Renda Variável,Bolsa,WEGE3,17162353.12817224
2021-11-30,AMW Delta RV,12.345.678/0001-08,Renda Variável,Bolsa,ITUB4,20062098.79614754
2021-11-30,AMW Delta RV,12.345.678/0001-08,Renda Variável,Bolsa,BBDC4,10551402.406078873
2021-11-30,AMW Delta RV,12.345.678/0001-08,Renda Variável,Bolsa,MXRF11,15522599.490950853
2021-11-30,AMW Delta RV,12.345.678/0001-08,Renda Variável,Bolsa,GOGL34,6728307.707255243
2021-11-30,AMW Delta RV,12.345.678/0001-08,Renda Variável,Bolsa,SMAL11,5848058.735201364
2021-11-30,AMW Delta RV,12.345.678/0001-08,Renda Variável,Fundo,FIC-RV-IBOV,29802847.952423554
2021-11-30,AMW Ícaro RV,12.345.678/0001-09,Renda Variável,Bolsa,ABEV3,9367907.560694758
2021-11-30,AMW Ícaro RV,12.345.678/0001-09,Renda Variável,Bolsa,BBAS3,6609686.888013841
2021-11-30,AMW Ícaro RV,12.345.678/0001-09,Renda Variável,Bolsa,XPLG11,5306678.535846078
2021-11-30,AMW Ícaro RV,12.345.678/0001-09,Renda Variável,Bolsa,IVVB11,9078564.440023063
2021-11-30,AMW Ícaro RV,12.345.678/0001-09,Renda Variável,Bolsa,AMZO34,6962247.671156705
2021-11-30,AMW Ícaro RV,12.345.678/0001-09,Renda Variável,Bolsa,DIVO11,6286988.998582874
2021-11-30,AMW Ícaro RV,12.345.678/0001-09,Renda Variável,Fundo,FIC-RV-IBOV,20882371.488881618
2021-12-31,AMW Heros RF,12.345.678/0001-01,Renda Fixa,Renda Fixa Privada,DEB-ENGI11-2027,113131460.6884377
2021-12-31,AMW Heros RF,12.345.678/0001-01,Renda Fixa,Renda Fixa Privada,DEB-VALE25-2029,155081906.09354246
2021-12-31,AMW Heros RF,12.345.678/0001-01,Renda Fixa,Renda Fixa Privada,CRI-MRVL11-2028,83629652.98013575
2021-12-31,AMW Heros RF,12.345.678/0001-01,Renda Fixa,Renda Fixa Privada,CRA-JBSB11-2027,57939143.460915506
2021-12-31,AMW Heros RF,12.345.678/0001-01,Renda Fixa,Tesouro Direto,TESOURO-SEL-2027,191094946.32154632
2021-12-31,AMW Heros RF,12.345.678/0001-01,Renda Fixa,Tesouro Direto,TESOURO-IPCA-2035,48370134.73091154
2021-12-31,AMW Heros RF,12.345.678/0001-01,Renda Fixa,Fundo,FIC-FIRF-DI,79624407.84417437
2021-12-31,AMW Atlas RF,12.345.678/0001-02,Renda Fixa,Tesouro Direto,TESOURO-SEL-2027,122514499.76497021
2021-12-31,AMW Atlas RF,12.345.678/0001-02,Renda Fixa,Tesouro Direto,TESOURO-PRE-2029,95959240.20802434
2021-12-31,AMW Atlas RF,12.345.678/0001-02,Renda Fixa,Renda Fixa Privada,CRA-JBSB11-2027,54367536.4334369
2021-12-31,AMW Atlas RF,12.345.678/0001-02,Renda Fixa,Renda Fixa Privada,CDB-BBAS3-2026,47590110.85092092
2021-12-31,AMW Atlas RF,12.345.678/0001-02,Renda Fixa,Fundo,FIC-FIRF-CRED,53077373.993607484
2021-12-31,AMW Aurora RF,12.345.678/0001-03,Renda Fixa,Renda Fixa Privada,LF-ITAU-2029,65402789.87694298
2021-12-31,AMW Aurora RF,12.345.678/0001-03,Renda Fixa,Renda Fixa Privada,CRI-MRVL11-2028,45932277.14031669
2021-12-31,AMW Aurora RF,12.345.678/0001-03,Renda Fixa,Tesouro Direto,TESOURO-IPCA-2035,61996349.09004814
2021-12-31,AMW Aurora RF,12.345.678/0001-03,Renda Fixa,Tesouro Direto,TESOURO-SEL-2027,58599467.327283666
2021-12-31,AMW Aurora RF,12.345.678/0001-03,Renda Fixa,Fundo,FIC-FIRF-DI,26385172.82684784
2021-12-31,AMW Vanguarda MM,12.345.678/0001-04,Multimercado,Bolsa,IVVB11,36492485.92569003
2021-12-31,AMW Vanguarda MM,12.345.678/0001-04,Multimercado,Bolsa,BOVA11,27592330.290488586
2021-12-31,AMW Vanguarda MM,12.345.678/0001-04,Multimercado,Bolsa,HGLG11,20206685.57615548
2021-12-31,AMW Vanguarda MM,12.345.678/0001-04,Multimercado,Tesouro Direto,TESOURO-SEL-2027,40047680.413108245
2021-12-31,AMW Vanguarda MM,12.345.678/0001-04,Multimercado,Renda Fixa Privada,CRA-JBSB11-2027,22972731.922065333
2021-12-31,AMW Vanguarda MM,12.345.678/0001-04,Multimercado,Fundo,FIC-MM-MACRO,52991398.430032365
2021-12-31,AMW Horizonte MM,12.345.678/0001-05,Multimercado,Bolsa,SMAL11,14047637.998457594
2021-12-31,AMW Horizonte MM,12.345.678/0001-05,Multimercado,Bolsa,PETR4,7268599.878303756
2021-12-31,AMW Horizonte MM,12.345.678/0001-05,Multimercado,Bolsa,AAPL34,6901157.082169703
2021-12-31,AMW Horizonte MM,12.345.678/0001-05,Multimercado,Tesouro Direto,TESOURO-IPCA-2035,24361325.35501971
2021-12-31,AMW Horizonte MM,12.345.678/0001-05,Multimercado,Renda Fixa Privada,DEB-VALE25-2029,21087603.700536683
2021-12-31,AMW Horizonte MM,12.345.678/0001-05,Multimercado,Fundo,FIC-MM-MACRO,33583699.86399501
2021-12-31,AMW Titan RV,12.345.678/0001-07,Renda Variável,Bolsa,BOVA11,41039563.28589246
2021-12-31,AMW Titan RV,12.345.678/0001-07,Renda Variável,Bolsa,VALE3,29111294.270532306
2021-12-31,AMW Titan RV,12.345.678/0001-07,Renda Variável,Bolsa,PETR4,20799123.51051607
2021-12-31,AMW Titan RV,12.345.678/0001-07,Renda Variável,Bolsa,HGLG11,20789197.48123459
2021-12-31,AMW Titan RV,12.345.678/0001-07,Renda Variável,Bolsa,AAPL34,9134531.686894333
2021-12-31,AMW Titan RV,12.345.678/0001-07,Renda Variável,Bolsa,IVVB11,20948306.853328362
2021-12-31,AMW Titan RV,12.345.678/0001-07,Renda Variável,Fundo,FIC-RV-IBOV,36117064.81410267
2021-12-31,AMW Delta RV,12.345.678/0001-08,Renda Variável,Bolsa,WEGE3,17206112.401151
2021-12-31,AMW Delta RV,12.345.678/0001-08,Renda Variável,Bolsa,ITUB4,18637351.056772217
2021-12-31,AMW Delta RV,12.345.678/0001-08,Renda Variável,Bolsa,BBDC4,9353654.591838667
2021-12-31,AMW Delta RV,12.345.678/0001-08,Renda Variável,Bolsa,MXRF11,15004693.694825483
2021-12-31,AMW Delta RV,12.345.678/0001-08,Renda Variável,Bolsa,GOGL34,7029046.289780676
2021-12-31,AMW Delta RV,12.345.678/0001-08,Renda Variável,Bolsa,SMAL11,6044797.61310668
2021-12-31,AMW Delta RV,12.345.678/0001-08,Renda Variável,Fundo,FIC-RV-IBOV,28180867.50711219
2021-12-31,AMW Ícaro RV,12.345.678/0001-09,Renda Variável,Bolsa,ABEV3,8349146.208415229
2021-12-31,AMW Ícaro RV,12.345.678/0001-09,Renda Variável,Bolsa,BBAS3,5939992.754998347
2021-12-31,AMW Ícaro RV,12.345.678/0001-09,Renda Variável,Bolsa,XPLG11,5026340.536511579
2021-12-31,AMW Ícaro RV,12.345.678/0001-09,Renda Variável,Bolsa,IVVB11,8653636.579044132
2021-12-31,AMW Ícaro RV,12.345.678/0001-09,Renda Variável,Bolsa,AMZO34,6129057.789901849
2021-12-31,AMW Ícaro RV,12.345.678/0001-09,Renda Variável,Bolsa,DIVO11,5932402.461180117
2021-12-31,AMW Ícaro RV,12.345.678/0001-09,Renda Variável,Fundo,FIC-RV-IBOV,18418346.807650585
2022-01-31,AMW Heros RF,12.345.678/0001-01,Renda Fixa,Renda Fixa Privada,DEB-ENGI11-2027,114520521.9455453
2022-01-31,AMW Heros RF,12.345.678/0001-01,Renda Fixa,Renda Fixa Privada,DEB-VALE25-2029,160396710.5466836
2022-01-31,AMW Heros RF,12.345.678/0001-01,Renda Fixa,Renda Fixa Privada,CRI-MRVL11-2028,95664895.56519581
2022-01-31,AMW Heros RF,12.345.678/0001-01,Renda Fixa,Renda Fixa Privada,CRA-JBSB11-2027,53904889.10202967
2022-01-31,AMW Heros RF,12.345.678/0001-01,Renda Fixa,Tesouro Direto,TESOURO-SEL-2027,193913726.7917441
2022-01-31,AMW Heros RF,12.345.678/0001-01,Renda Fixa,Tesouro Direto,TESOURO-IPCA-2035,47960639.536196396
2022-01-31,AMW Heros RF,12.345.678/0001-01,Renda Fixa,Fundo,FIC-FIRF-DI,76821929.6459253
2022-01-31,AMW Atlas RF,12.345.678/0001-02,Renda Fixa,Tesouro Direto,TESOURO-SEL-2027,108142081.93318571
2022-01-31,AMW Atlas RF,12.345.678/0001-02,Renda Fixa,Tesouro Direto,TESOURO-PRE-2029,91093862.0384606
2022-01-31,AMW Atlas RF,12.345.678/0001-02,Renda Fixa,Renda Fixa Privada,CRA-JBSB11-2027,51813237.51250627
2022-01-31,AMW Atlas RF,12.345.678/0001-02,Renda Fixa,Renda Fixa Privada,CDB-BBAS3-2026,41246185.83276868
2022-01-31,AMW Atlas RF,12.345.678/0001-02,Renda Fixa,Fundo,FIC-FIRF-CRED,57481879.11465298
2022-01-31,AMW Aurora RF,12.345.678/0001-03,Renda Fixa,Renda Fixa Privada,LF-ITAU-2029,60170530.66573106
2022-01-31,AMW Aurora RF,12.345.678/0001-03,Renda Fixa,Renda Fixa Privada,CRI-MRVL11-2028,41528378.284846105
2022-01-31,AMW Aurora RF,12.345.678/0001-03,Renda Fixa,Tesouro Direto,TESOURO-IPCA-2035,58070673.83474551
2022-01-31,AMW Aurora RF,12.345.678/0001-03,Renda Fixa,Tesouro Direto,TESOURO-SEL-2027,51985535.25486762
2022-01-31,AMW Aurora RF,12.345.678/0001-03,Renda Fixa,Fundo,FIC-FIRF-DI,24816264.478365894
2022-01-31,AMW Vanguarda MM,12.345.678/0001-04,Multimercado,Bolsa,IVVB11,33103753.422268055
2022-01-31,AMW Vanguarda MM,12.345.678/0001-04,Multimercado,Bolsa,BOVA11,24208035.56030782
2022-01-31,AMW Vanguarda MM,12.345.678/0001-04,Multimercado,Bolsa,HGLG11,18256808.415340334
2022-01-31,AMW Vanguarda MM,12.345.678/0001-04,Multimercado,Tesouro Direto,TESOURO-SEL-2027,36250011.80064641
2022-01-31,AMW Vanguarda MM,12.345.678/0001-04,Multimercado,Renda Fixa Privada,CRA-JBSB11-2027,21700028.609625757
2022-01-31,AMW Vanguarda MM,12.345.678/0001-04,Multimercado,Fundo,FIC-MM-MACRO,47040997.0894635
2022-01-31,AMW Horizonte MM,12.345.678/0001-05,Multimercado,Bolsa,SMAL11,13270009.051825402
2022-01-31,AMW Horizonte MM,12.345.678/0001-05,Multimercado,Bolsa,PETR4,5078580.260948642
2022-01-31,AMW Horizonte MM,12.345.678/0001-05,Multimercado,Bolsa,AAPL34,6745527.475715806
2022-01-31,AMW Horizonte MM,12.345.678/0001-05,Multimercado,Tesouro Direto,TESOURO-IPCA-2035,18984134.771737404
2022-01-31,AMW Horizonte MM,12.345.678/0001-05,Multimercado,Renda Fixa Privada,DEB-VALE25-2029,17175746.22814521
2022-01-31,AMW Horizonte MM,12.345.678/0001-05,Multimercado,Fundo,FIC-MM-MACRO,28271800.8591257
2022-01-31,AMW Prisma MM,12.345.678/0001-06,Multimercado,Bolsa,DIVO11,3948059.0583178797
2022-01-31,AMW Prisma MM,12.345.678/0001-06,Multimercado,Bolsa,KNRI11,2571030.708952435
2022-01-31,AMW Prisma MM,12.345.678/0001-06,Multimercado,Bolsa,MSFT34,2328202.9217794817
2022-01-31,AMW Prisma MM,12.345.678/0001-06,Multimercado,Tesouro Direto,TESOURO-PRE-2029,6684946.666183372
2022-01-31,AMW Prisma MM,12.345.678/0001-06,Multimercado,Renda Fixa Privada,CDB-BBAS3-2026,8018245.723346069
2022-01-31,AMW Prisma MM,12.345.678/0001-06,Multimercado,Fundo,FIC-MM-MACRO,14804695.638639538
2022-01-31,AMW Titan RV,12.345.678/0001-07,Renda Variável,Bolsa,BOVA11,38244422.183887616
2022-01-31,AMW Titan RV,12.345.678/0001-07,Renda Variável,Bolsa,VALE3,29029172.88425226
2022-01-31,AMW Titan RV,12.345.678/0001-07,Renda Variável,Bolsa,PETR4,17874055.071670868
2022-01-31,AMW Titan RV,12.345.678/0001-07,Renda Variável,Bolsa,HGLG11,21974337.95457172
2022-01-31,AMW Titan RV,12.345.678/0001-07,Renda Variável,Bolsa,AAPL34,12058598.739782684
2022-01-31,AMW Titan RV,12.345.678/0001-07,Renda Variável,Bolsa,IVVB11,18442771.737549298
2022-01-31,AMW Titan RV,12.345.678/0001-07,Renda Variável,Fundo,FIC-RV-IBOV,35257895.738974094
2022-01-31,AMW Delta RV,12.345.678/0001-08,Renda Variável,Bolsa,WEGE3,19480637.012443267
2022-01-31,AMW Delta RV,12.345.678/0001-08,Renda Variável,Bolsa,ITUB4,18791596.867929913
2022-01-31,AMW Delta RV,12.345.678/0001-08,Renda Variável,Bolsa,BBDC4,10606490.007519793
2022-01-31,AMW Delta RV,12.345.678/0001-08,Renda Variável,Bolsa,MXRF11,16566739.074868418
2022-01-31,AMW Delta RV,12.345.678/0001-08,Renda Variável,Bolsa,GOGL34,8407624.956964517
2022-01-31,AMW Delta RV,12.345.678/0001-08,Renda Variável,Bolsa,SMAL11,5875591.530383001
2022-01-31,AMW Delta RV,12.345.678/0001-08,Renda Variável,Fundo,FIC-RV-IBOV,23573733.820405688
2022-01-31,AMW Ícaro RV,12.345.678/0001-09,Renda Variável,Bolsa,ABEV3,8543884.538018435
2022-01-31,AMW Ícaro RV,12.345.678/0001-09,Renda Variável,Bolsa,BBAS3,5770739.221093128
2022-01-31,AMW Ícaro RV,12.345.678/0001-09,Renda Variável,Bolsa,XPLG11,4221302.4759506155
2022-01-31,AMW Ícaro RV,12.345.678/0001-09,Renda Variável,Bolsa,IVVB11,9740748.176896404
2022-01-31,AMW Ícaro RV,12.345.678/0001-09,Renda Variável,Bolsa,AMZO34,6847784.238154766
2022-01-31,AMW Ícaro RV,12.345.678/0001-09,Renda Variável,Bolsa,DIVO11,6510919.241451768
2022-01-31,AMW Ícaro RV,12.345.678/0001-09,Renda Variável,Fundo,FIC-RV-IBOV,19272139.73463122
2022-02-28,AMW Heros RF,12.345.678/0001-01,Renda Fixa,Renda Fixa Privada,DEB-ENGI11-2027,117132665.79875465
2022-02-28,AMW Heros RF,12.345.678/0001-01,Renda Fixa,Renda Fixa Privada,DEB-VALE25-2029,159223007.39704967
2022-02-28,AMW Heros RF,12.345.678/0001-01,Renda Fixa,Renda Fixa Privada,CRI-MRVL11-2028,96187470.34832612
2022-02-28,AMW Heros RF,12.345.678/0001-01,Renda Fixa,Renda Fixa Privada,CRA-JBSB11-2027,55295859.645457715
2022-02-28,AMW Heros RF,12.345.678/0001-01,Renda Fixa,Tesouro Direto,TESOURO-SEL-2027,203203317.73270163
2022-02-28,AMW Heros RF,12.345.678/0001-01,Renda Fixa,Tesouro Direto,TESOURO-IPCA-2035,47763579.43699349
2022-02-28,AMW Heros RF,12.345.678/0001-01,Renda Fixa,Fundo,FIC-FIRF-DI,83237087.70627035
2022-02-28,AMW Atlas RF,12.345.678/0001-02,Renda Fixa,Tesouro Direto,TESOURO-SEL-2027,131410024.15809886
2022-02-28,AMW Atlas RF,12.345.678/0001-02,Renda Fixa,Tesouro Direto,TESOURO-PRE-2029,108835038.34944125
2022-02-28,AMW Atlas RF,12.345.678/0001-02,Renda Fixa,Renda Fixa Privada,CRA-JBSB11-2027,56797404.979658574
2022-02-28,AMW Atlas RF,12.345.678/0001-02,Renda Fixa,Renda Fixa Privada,CDB-BBAS3-2026,47405857.1127415
2022-02-28,AMW Atlas RF,12.345.678/0001-02,Renda Fixa,Fundo,FIC-FIRF-CRED,66447723.11609601
2022-02-28,AMW Aurora RF,12.345.678/0001-03,Renda Fixa,Renda Fixa Privada,LF-ITAU-2029,66202711.705465294
2022-02-28,AMW Aurora RF,12.345.678/0001-03,Renda Fixa,Renda Fixa Privada,CRI-MRVL11-2028,43226195.77462827
2022-02-28,AMW Aurora RF,12.345.678/0001-03,Renda Fixa,Tesouro Direto,TESOURO-IPCA-2035,57701135.893498525
2022-02-28,AMW Aurora RF,12.345.678/0001-03,Renda Fixa,Tesouro Direto,TESOURO-SEL-2027,61395151.31650256
2022-02-28,AMW Aurora RF,12.345.678/0001-03,Renda Fixa,Fundo,FIC-FIRF-DI,26547049.055846184
2022-02-28,AMW Vanguarda MM,12.345.678/0001-04,Multimercado,Bolsa,IVVB11,34153894.69989163
2022-02-28,AMW Vanguarda MM,12.345.678/0001-04,Multimercado,Bolsa,BOVA11,24891793.83315608
2022-02-28,AMW Vanguarda MM,12.345.678/0001-04,Multimercado,Bolsa,HGLG11,17670453.60782942
2022-02-28,AMW Vanguarda MM,12.345.678/0001-04,Multimercado,Tesouro Direto,TESOURO-SEL-2027,38277718.01055084
2022-02-28,AMW Vanguarda MM,12.345.678/0001-04,Multimercado,Renda Fixa Privada,CRA-JBSB11-2027,22879917.913218517
2022-02-28,AMW Vanguarda MM,12.345.678/0001-04,Multimercado,Fundo,FIC-MM-MACRO,50412340.25119632
2022-02-28,AMW Horizonte MM,12.345.678/0001-05,Multimercado,Bolsa,SMAL11,15103162.957584683
2022-02-28,AMW Horizonte MM,12.345.678/0001-05,Multimercado,Bolsa,PETR4,5978562.598408244
